L-e32b2a	C	Architekturentscheidung (Cooldown-Wert nach Fahrtende) als Werturteil, keine bestehende automatische Pruefung genannt.
L-3f2cd1	C	Tatsachenwissen ueber Bundler/Ruby/Fastlane-Umgebung (fremde Software), immer C.
L-a823a5	C	Prozess-/Methodenlehre (erst Repo durchsuchen vor Architekturdebatte), kein pruefbarer Codezustand.
L-f71528	C	Urteil ueber Rahmensetzung/Bias in einem Agenten-Konsil, nicht deterministisch pruefbar.
L-fec3cf	B	Bedingung waere baubar: PUT-Endpoint muss bei fehlendem Payload-Schluessel den Bestandswert behalten statt ihn zu leeren -- laut Lehre nicht gefixt, kein Test vorhanden.
L-2ef026	B	Bedingung waere baubar: PUT-Handler fuer maskierte Felder muss "key in payload" statt payload.get(key,'') pruefen -- Fix beschrieben, aber kein automatischer Repo-Check dafuer gefunden.
L-7d0b49	C	Beschreibt eine Fehlkalibrierung eines bestehenden Eskalations-Hooks (zaehlt Beruehrung statt Misserfolg), Loesung ist Uebersteuerung von Hand, kein neuer Mechanismus.
L-bb1c3b	B	Bedingung waere baubar: Login-Endpoint muss nach N Fehlversuchen sperren/verzoegern -- laut Lehre bewusst nicht gefixt, kein Test vorhanden.
L-7985e4	B	Bedingung waere baubar: jeder LLM-Prompt-Aufbau-Pfad muss redact_pii() durchlaufen -- nicht gefixt, nur ein Sichtbarkeits-Endpoint zur Diagnose ergaenzt, kein Guard/Test.
L-747223	C	Meta-Reflexion ueber eigene Orchestrator-Fehler einer Sitzung, reines Urteil.
L-476c1b	A	~/.claude/skills/design-waechter/ui_guard.py, Regel "selbsterklaerung" prueft auf genau diese Formulierungsmuster -- Datei im Repo bestaetigt.
L-d22263	C	Dokumentation einer inkonsistenten Fehlercode-Semantik zwischen zwei Endpunkten, kein pruefbarer Automatismus.
L-26308d	B	Bedingung waere baubar: pubspec.yaml unter flutter_launcher_icons muss ios:true haben und das Quellbild darf nicht das Flutter-Default-Icon sein -- kein bestehender automatischer Check gefunden, nur eine manuelle grep-Anleitung.
L-f892a9	C	Urteil ueber falsche Anwendung einer mechanischen Abgrenzungsregel auf eine inhaltliche Frage, nicht deterministisch pruefbar.
L-6e48a9	C	Produkt-/UX-Entscheidung (Suche statt Gruppierung), Werturteil ueber Wirksamkeit.
L-f27042	A	hub/shared-knowledge/knowledge_mcp_server.py::unmangle_lesson_fields() mit Tests in hub/shared-knowledge/tests/test_knowledge_mcp_server.py -- korrigiert verrutschte Feldmarker bei jedem Schreibzugriff, Dateien im Repo bestaetigt.
L-03f61c	B	Bedingung waere baubar: eine Merge-Regel muesste je Feld zwischen leer/Default/gesetzt unterscheiden -- kein bestehender generischer Check dafuer gefunden.
L-66a83e	C	Methodenlehre ueber den Nutzen von Flussdiagrammen beim Debuggen, kein pruefbarer Codezustand.
L-7acc9c	A	apps/fahrtenbuch_legacy/ios/fastlane/Fastfile::verify_carplay_entitlement prueft nach dem Signieren per codesign, ob das CarPlay-Entitlement im Artefakt steckt, und bricht sonst hart ab -- im Repo bestaetigt.
L-006b69	C	Methodenlehre zur Gegenprobe bei Verdrahtungstests, allgemeine Praxis statt einer festen automatisch pruefbaren Bedingung.
L-8fbfd4	C	Anweisung zur Formulierung von Testauftraegen nach Reichweite, kein automatisierbarer Codezustand.
L-044353	C	Git-Workflow-Disziplin (Commit-Grenzen), keine deterministische, generisch pruefbare Bedingung ohne manuelle Erwartungszahl.
L-0fa18e	C	Technisches Faktenwissen ueber jsdom-artiges Hive/Testbinding-Deadlock-Verhalten (Flutter/Hive-Framework), kein Repo-Check.
L-7e35b7	C	Architektur-/Root-Cause-Fix eines <details>-Navigationsbugs, Verifikation manuell im Browser bei mehreren Breiten, kein bestehender automatisierter Check.
L-445b4b	C	Tatsache ueber CarPlay-Head-Unit-Verhalten (fremde Hardware), immer C.
L-d7e998	A	buckeberg/scripts/render_briefe.py enthaelt die Skip-Liste NICHT_VEROEFFENTLICHEN, die interne Arbeitspapiere von der PDF-Erzeugung und damit vom Auslieferungsordner ausschliesst -- im Repo bestaetigt.
L-91448c	C	Prozess-/Dokumentationsdisziplin (Versionierung der Dokumentklasse statt der genannten Dateien), Werturteil, kein pruefbarer Automatismus.
L-f4c75d	C	Korrektur einer falschen Konsil-Existenzaussage durch Codepruefung, Einzelfall, keine generische pruefbare Bedingung.
L-dcb508	C	Redaktionelle/produktbezogene Filterentscheidung fuer einen Fragenkatalog, reines Werturteil.
L-a7ade7	C	Methodenlehre (Exit-Code statt Ausgabemuster pruefen, Artefakt verifizieren), Vorgehensregel ohne bestehenden erzwingenden Mechanismus.
L-a60e2b	C	Tatsachenanalyse eines rechtlichen Dokumentenbestands (Grundbuch/Urkunde), immer C.
L-4c224c	C	Einzelfall-Bugfix einer Merge-Vorrangregel bei einer Liste, kein bestehender oder generisch beschriebener automatischer Check.
L-163051	B	Bedingung waere baubar: jede live wachsende Server-Datei unter status/ muss in der Deploy-Ausschlussliste stehen (idealerweise als Praefix-Regel) -- laut Lehre wurde nur die Einzeldatei ergaenzt, kein genereller Mechanismus.
L-6edb15	C	Technisches Faktenwissen ueber ECMAScript indirect-eval-Scoping (Sprachregel), kein Repo-Check.
L-d07097	C	Git-Workflow-Disziplin (git diff --numstat vor jedem Commit gegenlesen), manuelle Pruefung, kein bestehender automatischer Mechanismus.
L-475fa2	B	Bedingung waere baubar: POST/PUT auf /v1/steuer/invoice/drafts muss bei flachem statt verschachteltem Payload 400/422 liefern -- laut Lehre noch nicht behoben, kein Test vorhanden.
L-bf8007	A	openlehr/tools/openlehr/route_inventory.py enthaelt einen Selbsttest mit vier Regressionsfaellen (Apostroph, Anfuehrungszeichen, Attributzugriff, Verschachtelung) fuer die Platzhalter-Regex -- im Repo bestaetigt.
L-19eb20	B	Bedingung waere baubar: alle int()/str()-Konvertierungen aus dem Body-Dict muessen innerhalb desselben try/except ValueError liegen wie der API-Aufruf -- laut Lehre nicht gefixt, nur als xfail dokumentiert, kein generischer Check ueber router.py.
L-2837f3	A	~/.claude/skills/design-waechter/ui_guard.py, Regeln "selbsterklaerung" und "maskierter-wert" mit Ausnahme-Marker "waechter:" -- Datei und Regeln im Repo bestaetigt.
L-18bc8d	C	Urteil, wer Empfaenger eines Feldes ist (Owner vs. Dritter), ist fallabhaengig und nicht ohne Kontextwissen deterministisch pruefbar.
L-6af693	C	Gleiches Empfaenger-Urteil wie L-18bc8d, zusaetzlich Einzelfall-Fix an Backend-Feldern ohne repo-weiten Check auf alle *_masked-Backend-Ausgaben.
L-2fe88c	A	apps/openlehr/tests/test_steuer_backoffice_settings.py mit vier Tests (AGB-Erhalt, Teilgruppe, Loeschen, Vollrumpf) plus Gegenprobe pruefen die Merge-statt-Ersetzen-Logik -- Datei im Repo bestaetigt.
L-fa4371	B	Bedingung waere baubar: kein `detail=str(exc))` in router.py, wenn die Exception einen konfigurationsabgeleiteten Wert interpoliert -- als generischer Repo-Grep/Lint nicht gefunden, nur ein Einzeltest fuer den konkreten Fall erwaehnt.
L-d500c2	C	Bugfix einer Zuordnungslogik ueber Position statt Identitaet, einzelfallbezogen, keine generische pruefbare Bedingung.
L-a61849	C	Methodenlehre zur Verifikation von UI-Aenderungen (Inhalt statt Anzahl pruefen), kein automatisierbarer Codezustand.
L-1ad326	C	Meta-Reflexion ueber sechs Fehler mit gemeinsamer Wurzel (Stellvertreter statt Quelle), reines Urteil.
L-f42b07	C	Vorgehensbeschreibung zur Klaerung des CI-Status, kein bestehender oder generisch baubarer automatischer Check.
L-b91ed6	C	Disziplin-Regel (Tracebacks einzeln lesen statt pauschal verallgemeinern), kein pruefbarer Codezustand.
L-aa35f4	C	Architektur-/Root-Cause-Analyse einer Riverpod-Listener-Luecke, Werturteil ueber Fix-Platzierung.
L-affae1	C	Beschreibt einen Konflikt zwischen zwei bestehenden Mechanismen (Auftrags-Doktrin vs. Reuse-Waechter), Loesung ist Formulierungsdisziplin, kein neuer pruefbarer Automatismus.
L-48e6e7	B	Bedingung waere baubar: jeder Aufruf von assignCurrentObdToVehicle() ausserhalb des UI-Screens muss im selben Zug _onVehicleResolved aufrufen -- kein bestehender Grep-/Lint-Check dafuer gefunden.
L-a08f87	A	apps/fahrtenbuch_legacy/test/main_protected_action_retry_test.dart prueft die retryProtectedAction()-Zustandslogik (6 Faelle) -- Datei im Repo bestaetigt.
L-2feee9	C	Kommunikations-/Begriffsdisziplin (Eskalation vs. Kontext-Isolation benennen), kein pruefbarer Codezustand.
L-8c3b8c	A	apps/openlehr/tests/test_app.py enthaelt test_ide_integration_state_registered_exactly_once (prueft len(routes mit Pfad)==1), plus F811 ist nicht mehr in der pyproject.toml-ignore-Liste -- beides im Repo bestaetigt.
L-4fb357	A	Ruff-Regel B023 ist nicht mehr in der pyproject.toml-ignore-Liste des Projekts, faengt damit kuenftige echte Late-Binding-Faelle automatisch -- bestaetigt.
L-958926	C	Beschreibt Testisolations-Rauschen der Gesamtsuite, Diagnosevorgehen ist Handarbeit, kein fester automatisierbarer Check.
L-57e95e	C	Technisches Faktenwissen ueber TestWidgetsFlutterBinding-Defaultverhalten (Flutter-Framework), kein Repo-Check.
L-9ed380	A	apps/fahrtenbuch_legacy/test/core/security/trip_table_write_guard_test.dart scannt lib/ auf Direktschreibzugriffe auf db.trips ausserhalb der Ausnahmeliste, inkl. Gegenprobe -- Datei im Repo bestaetigt.
L-1af9bf	C	Technisches Faktenwissen ueber git-Pathspec-Aufloesung relativ zur cwd, kein pruefbarer Repo-Mechanismus.
L-9e1d80	C	Verifikationsmethodik gegen einen falschen Plan-Befund, Einzelfall-Nachmessung, kein bestehender automatischer Check.
L-9f5e60	C	Beschreibt eine Kollision zwischen Auftrags-Doktrin und Reuse-Waechter (Lektuere-Dateien), Loesung ist Formulierungsdisziplin.
L-895b9a	C	Disziplinregel zur Wahl des richtigen Python-Interpreters (.venv statt system), kein bestehender oder eindeutig abgegrenzter automatischer Check gefunden.
L-7fc31c	C	Technischer Fix einer spezifischen jsdom-Harness-Racebedingung, Einzelfall, keine generische pruefbare Bedingung.
L-67a59f	A	~/.claude/skills/design-waechter/ui_guard.py mit AUSNAHME-Regex "waechter:\s*[a-z-]+" belegt die beschriebene Ausnahme-Markierung -- im Repo bestaetigt.
L-ec460d	B	Bedingung waere baubar (Analogie zu test_tax_parameters_source_match.py): jeder neue steuerliche Zahlenwert ausserhalb tax_parameters.json braucht eine Fundstelle/Geltungsjahr-Referenz im Modul-Kommentar -- dafuer existiert kein Check.
L-a7d249	C	Einmalige Audit-Methodik (Skript + Agenten-Triage) fuer Totcode-Suche, kein dauerhaft laufender Check.
L-39b018	C	Methodenlehre zum Loeschen vermeintlich unreferenzierter Dateien (zusaetzliche Namenssuche), Einzelfall-Vorgehen, kein bestehender automatischer Check.
L-987b9e	C	Beschreibt eine Verbesserung eines Suchwerkzeugs (symbolindex.py), ist selbst kein Pruef-/Fehlschlag-Mechanismus.
L-177955	C	Methodenlehre zur manuellen diff-Pruefung vor Code-Zusammenlegung, Werturteil ueber Semantikgleichheit, nicht automatisierbar.
L-cbb443	C	Architektur-/Root-Cause-Urteil ueber Einmal-Flag vs. In-Flight-Guard, Einzelfall-Fix.
L-cdac52	C	Architektur-Musterbeschreibung fuer Prompt-Listener (Guard-Reihenfolge), Umsetzung variiert je Datei, kein einheitlicher bestehender Repo-Check gefunden.
L-ad3d6e	A	apps/fahrtenbuch_legacy/test/features/auto_drive/movement_proof_threshold_test.dart und docs/adr/fahrtenbuch/F-021-hardware-bestaetigung-braucht-bewegungsnachweis.md belegen den geforderten Regressionstest gegen die Distanz-Summen-Schwelle -- Dateien im Repo bestaetigt.
L-b391df	C	Architektur-/Root-Cause-Fix eines nativen CarPlay-Modal-Gates, Plattformverhalten und Werturteil, keine feste pruefbare Bedingung.
L-fe6675	C	Prozeduraler Bedienungsweg fuer geteilte Dateien mit fremdem WIP, keine deterministische Bedingung pruefbar.
L-b05f09	B	Bedingung: jedes INSERT INTO belege ausserhalb ingest.py setzt das neue Pflichtfeld -- grep-bares Dateipaar-Kriterium ohne Sprachmodell.
L-243dde	C	Urteil ueber parallele Agentenlaeufe und Interpretation eines Testbefunds, keine feste Bedingung.
L-f8926c	C	Betriebsanweisung fuer Skriptaufruf und Dateibehandlung, kein automatisiertes Kriterium.
L-353192	B	Bedingung: Testdouble setzt im Konstruktor konstant genau den Endzustand, den derselbe Test als Ergebnis prueft -- grep-bares Muster (const State im Fake + Testname mit Verhalten des echten Objekts).
L-697efb	B	Bedingung: jsdom-Test referenziert Tabellenzelle per nth-child(N), waehrend renderRow() N Spalten ohne Klasse an dieser Position rendert -- bei Spaltenzahl-Aenderung automatisch fehlschlagend, wenn Selector-Text gegen Renderer-Reihenfolge gehalten wird.
L-46dfd3	C	Fachliche Analyse, ob ein Testszenario den geaenderten Codepfad ueberhaupt trifft, erfordert Lesen/Verstehen, keine feste Bedingung.
L-a24b96	A	rot_probe.sh (apps/fahrtenbuch_legacy/tools/rot_probe.sh) wurde genau um diese drei Umgebungsluecken repariert (Commit 93fd79ce6) und ist die laufende Pruefmechanik selbst.
L-b536a0	C	Empfehlung zu Umlaut-Normalisierung bei Freitext-Keywords ist Stilregel, nicht algorithmisch als Verletzung erkennbar ohne Sprachverstaendnis.
L-298823	C	Ob ein geschriebenes Feld "gelesen" bzw. sinnvoll verdrahtet ist, erfordert fachliches Urteil ueber Code, kein festes Pruefkriterium.
L-5e40a7	C	Bedienungsregel fuer git commit -o bei neuen Dateien, kein automatisiert pruefbares Kriterium.
L-bf4d39	C	Architektur-/Bauform-Entscheidung fuer Klaerungs-Verdrahtung, Werturteil.
L-05314f	C	Testtechnisches Fallwissen zu fakeAsync/Platform-Channels, erfordert Verstaendnis, keine feste Bedingung.
L-e6882c	B	Bedingung: eine Funktionskoerper-Extraktion per Regex liefert bei benannten Parametern oder vorausgehendem Doc-Kommentar eine falsche Fundstelle -- deterministisch mit Regressionstests wie in test/core/time/clock_usage_guard_test.dart nachweisbar.
L-cbf056	B	Bedingung: Spalte mit NOT NULL DEFAULT ohne dass irgendein INSERT-Pfad sie explizit setzt -- grep "INSERT INTO <tabelle>" gegen Spaltennamen, deterministisch pruefbar (verwandt mit L-a75dfc-Werkzeug).
L-125f02	C	Arbeitsteilungs-/Prozessregel fuer Agentenlebensdauer, kein Code-Kriterium.
L-e84883	B	Bedingung: try{}catch(_){} um eine Existenz-/Discovery-Abfrage vor irreversibler Aktion, ohne Fehlschlag-Signal -- grep-bares Codemuster (leerer catch um bekannte Directory-Lookup-Aufrufe).
L-b38d85	B	Bedingung: Fachfunktion wird ausschliesslich aus tests/ importiert, nirgends aus router.py/api.py -- grep-bare Aufrufer-Pruefung ohne Urteil.
L-d2e32a	B	Bedingung: neuer kontext_typ fehlt in einer Client-Allowlist (switch/if-else ueber kontext_typ), waehrend er serverseitig existiert -- Abgleich zweier Aufzaehlungen, deterministisch grep-bar.
L-48c06f	C	Planungsluecke (fehlende Lese-Endpunkte vor UI-Bau) ist ein Sequenzierungsurteil, kein feststehendes Pruefkriterium.
L-789e5e	C	Abgrenzungsfrage "ist das Fachlogik oder nur Lesefunktion" ist Werturteil.
L-0b6af2	B	Bedingung: Export mit implizitem maxEvents-Deckel zeigt im Kopftext nicht die Gesamtzahl vor Kuerzung -- pruefbar als "capped.length < events.length => Text enthaelt Gesamtzahl", deterministisch testbar.
L-8e8bd9	A	rot_probe.sh (apps/fahrtenbuch_legacy/tools/rot_probe.sh) meldet Exit 2 bei Compile-Fehlern bereits als eigenes, dokumentiertes Ergebnis dieses Werkzeugs.
L-eff1e7	B	Bedingung: KV-Setter ueberschreibt einen Schluessel per set_setup/json.dumps(neues_dict) ohne vorheriges Lesen des Bestands -- grep-bares Muster (set_setup(...json.dumps({...}) ohne vorausgehendes get_setup/_load_prefs), deterministisch pruefbar.
L-eed5e8	B	Bedingung: Test nutzt await Future.delayed(Duration.zero) unmittelbar vor einer State-Pruefung statt einer deadline-begrenzten while-Schleife -- per rg 'Future(?:<void>)?\\.delayed\\(\\s*Duration\\.zero\\s*\\)' vor state-Assertion deterministisch grep-bar.
L-732ca5	C	Rechercheaufgabe, ob eine Route unter einem vermuteten Pfad-Praefix existiert bzw. ob eine Datenquelle einen Erzeuger hat, Einzelfallanalyse.
L-c903c3	C	Vorgehensregel zum stufenweisen Aktivieren von Lint-Regeln, kein automatisiertes Kriterium selbst.
L-f800f7	C	Bauform-Erkenntnis ueber ConstrainedBox.minHeight erfordert Nachmessen/Verstaendnis pro Fall, keine generische Bedingung.
L-8b4799	C	Architektur-/Fehlerdiagnose zu Wiederholungs-Timer-Lebensdauer, fachliches Urteil.
L-7c84b4	B	Bedingung: Rahmen-/Textfarbe eines Semantics(button:true)-Bereichs nutzt withAlpha/withOpacity statt voller Deckkraft -- grep-bares Muster, Kontrastrechner deckt Verletzung deterministisch auf.
L-d0810d	C	Erkenntnis ueber eine Lücke im bestehenden a11y-Checker (implizite label-Erkennung fehlt); der Checker selbst existiert, deckt diesen Fall aber nicht ab und wurde nicht erweitert -- keine belegte laufende Pruefung fuer genau dieses Muster.
L-f9f654	B	Bedingung: try/catch umschliesst einen unawaited(...)-Aufruf -- grep-bares Syntaxmuster (unawaited innerhalb try ohne await), deterministisch erkennbar.
L-503687	C	Werkzeug-Kalibrierungserkenntnis (Fan-out/Router-Falschtreffer) beschreibt Grenzen einer Heuristik, kein neues festes Kriterium.
L-ef3603	C	Fachliche SQL-Analyse zur Periodenisolation erfordert Verstaendnis der Aggregation, kein generisches Muster.
L-7e43df	C	Prozessregel fuer git add/commit in geteiltem Arbeitsbaum, Bedienungsanweisung.
L-633c10	B	Bedingung: Podfile-Kopf enthaelt require auf Pfad unter .symlinks vor dessen Erzeugung in post_install -- grep-bare Reihenfolgepruefung (require-Zeile vor post_install-Block).
L-1b6476	A	hub/scripts/commit_guard_hook.py + hub/scripts/agent_commit.sh blocken Commits auf Pfaden noch laufender Agenten anhand des Registers, mit Override AGENT_COMMIT_FORCE=1 -- laufender Mechanismus im Repo bestaetigt.
L-c1cdb9	A	fahrtenbuch/apps/fahrtenbuch_legacy/test/store_compliance_test.dart leitet die Soll-Menge an Permissions jetzt aus lib/-Code ab und haelt sie gegen Podfile-Makros/plist-Schluessel (Kreuzvergleich), im Repo bestaetigt.
L-232fb5	B	Bedingung: zsh print-Aufruf mit Nutztext, der mit "-" beginnt, ohne "-r --" -- per rg 'print (-u2 )?"-' grep-bar und deterministisch als Risiko erkennbar.
L-a75dfc	A	hub/scripts/nie_geschriebene_werte.py existiert im Repo als laufender Pruefer fuer Werte ohne Schreibpfad (Spalten mit Default ohne Schreiber); die hier notierte Erweiterung um Funktionsargumente ist eine PREV-Ergaenzung zum bestehenden Werkzeug.
L-3cad13	C	Debugging-Vorgehensregel (erst Aufrufzeile lesen statt Architekturhypothese), prozedural, kein Code-Kriterium.
L-c1654b	C	Fachliche Analyse einer falschen dataclass-Feldannahme und breitem except, erfordert Codeverstaendnis je Fall.
L-48e414	C	Prozess-/Koordinationsregel fuer Subagenten-Wartemechanik, keine Code-Bedingung.
L-ff7428	B	Bedingung: mehrfacher runApp()-Aufruf mit identischem Root-Widget-Typ ohne Key -- grep-bares Muster (runApp( ohne key: im selben Widget-Typ mehrfach im Codepfad), deterministisch pruefbar per Widget-Test mit zwei Runden.
L-09fbcd	B	Bedingung: Smoke-/Rauchtest-Skript nutzt --debug statt des tatsaechlichen Ziel-Baumodus (Release) -- Abgleich Skript-Flag gegen Referenz-Baubefehl, deterministisch grep-bar.
L-4e25e6	A	openlehr/apps/openlehr/daemon/steuer/output_scan.py existiert als zentrale Ausgabepruefung (scan_output) und wurde genau um diese Kategorien erweitert und in Chat-Endpunkte verdrahtet.
L-94a7a6	C	Erkenntnis ueber Vorhersage-Formulierung in Statusdokumenten, sprachliches/inhaltliches Urteil, nicht deterministisch pruefbar.
L-3079a1	B	Bedingung: Symlink-Zielpfad stimmt nicht mit der Ebenenzahl aus pubspec.yaml path-Eintrag ueberein -- pruefbar durch Vergleich der ../.. -Tiefe mit tatsaechlichem Symlink-Ort.
L-6be428	C	Produktentscheidung zu Rueckfrage-UX beim LLM-Copilot, fachliches Urteil ueber Modellverhalten.
L-9b7d64	C	Fachliche Korrektheitsanforderung fuer verzoegerte Korrekturen gegen bewegliche Untergrenze, erfordert Domaenwissen je Fall.
L-b9bc55	C	Analyse unvollstaendiger Fehlerbehandlung an zwei Erkennungsstellen, erfordert Codeverstaendnis, kein generisches Muster.
L-c214a0	C	Aussage ueber fremdes Fahrzeug-/BLE-Verhalten und Future-Verdrahtung, fachliches Urteil je Aufrufer.
L-5d9449	C	Architekturentscheidung ueber Wartebedingung (Menge vs. Voraussetzung) ist Werturteil per Definition der Aufgabenstellung selbst (Beispiel fuer NICHT-B in der Vorgabe).
L-874260	B	Bedingung: Datei importiert `hide showDialog, showModalBottomSheet` und definiert sie neu -- rg "hide \w+" --type dart liefert deterministisch die Fundstellen, ohne Sprachmodell.
L-06d14c	C	Fachliche Fehldiagnose (Feldsemantik von categorySource) erfordert Domaenverstaendnis, kein generisches Kriterium.
L-76eca2	B	Bedingung: Testdatei enthaelt null assert/expect-Aufrufe -- Datei mit Test-Suffix und 0 Assertions ist deterministisch zaehlbar, unabhaengig vom Inhalt.
L-a306bc	C	Ob find.text(exakterString) den Testzweck (Navigation) oder einen Label-Kontrakt pruefen soll, ist Absichtsurteil, nicht ohne Sprachmodell aus dem Code ableitbar.
L-977488	C	Steuerrechtliche Wirkungsanalyse eines Hoechstbetrags im gegebenen Datenmodell, fachliches Urteil.
L-83fa36	B	Bedingung: git stash push mit "-m" NACH "--" -- Aufrufsyntax deterministisch per Parsing/Linting der eigenen Skriptaufrufe erkennbar (Reihenfolge -m vor --).
L-709f07	C	Fachliche Pruefung, ob ein needs_clarification-Flag in eine sichtbare Nutzeraktion muendet, erfordert Codepfadverstaendnis je Fall.
L-aa4a4e	C	Fachliche Analyse, welcher Zweig einer Funktion tatsaechlich zahlenwirksam ist, Domaenwissen noetig.
L-c6e856	C	Lizenz-/Quellenrecherche fuer Formatkennungen, Urteilssache ueber externe Quellen.
L-2daffd	B	Bedingung: git commit mit Pfadangabe nach vorherigem git add -p (partiellem Staging) derselben Pfade -- durch Vergleich Index-Diff vs. Arbeitsbaum-Diff vor dem Commit deterministisch erkennbar.
L-50f6ea	A	hub/scripts/test_model_routing.py (sys.exit(1 if failed > 0 else 0)) und hub/begod/scripts/begod_test.py (cmd_suite/cmd_quick mit sys.exit) sind im Repo bestaetigt vorhanden.
L-ff87c0	B	Bedingung: neues Feld in *_profile.py (get_profile/set_profile) wird nicht namentlich in api.py und router.py durchgereicht -- grep-bare Namensliste je Schicht, Abweichung deterministisch feststellbar.
L-a54e84	B	Bedingung: in HEAD committete Datei fehlt im Arbeitsbaum ohne zugehoerigen Loeschcommit auf dem Branch -- git diff --diff-filter=D --name-status HEAD gegen tatsaechlich fehlende Dateien ist deterministisch prüfbar/automatisierbar.
L-121f98	C	Faktenpruefung, ob ein Frontend-Formular fuer Geschwisterfelder existiert, ist eine Rechercheaufgabe je Auftrag, kein wiederkehrendes Kriterium.
L-0948cd	B	Bedingung: Testdatei nutzt readAsStringSync + contains/indexOf auf literale Codezeilen als Assertion -- grep-bares Muster (String-Contract-Test statt Verhaltenstest), deterministisch auffindbar.
L-98e563	B	Bedingung: neuer Speicher nutzt ProjectPaths.state_dir() statt des im Projekt etablierten OPENLEHR_STEUER_ROOT-Musters -- grep-bare Abweichung von der ueblichen Env-Var-Kette.
L-70f784	C	UX-/Consent-Designentscheidung fuer ein Feldpaar, fachliches Urteil ueber Datenschutzanforderung.
L-055a05	B	Bedingung: Rot-Probe gegen alten Code laeuft ohne HOME/Env-Monkeypatch auf tmp_path -- pruefbar als Testsetup-Regel (Environment-Isolation vor jedem Testlauf gegen Altcode), deterministisch als Lint/Fixture-Pflicht durchsetzbar.
L-2d79cc	C	Fachliche Beurteilung, ob ein UI-Abschnitt einen externen Objektbezug braucht, ist Werturteil ueber Bildschirmsemantik.
L-f25919	C	API-Designentscheidung fuer explizites Reset-Signal bei tri-state-Feldern, Architektururteil.
L-91b8c5	C	Verfeinerung eines Checkers auf ein strukturelles, aber weiterhin interpretationsbeduerftiges Kriterium (Objektbindung einer JS-Funktion), erfordert Urteil ueber Faelle wie den bereits gefundenen Fehlalarm.
L-79365e	C	Fachliche FOUC-Analyse (Ladefenster vorhanden? Fehlerpfad erreicht Render?) erfordert Codepfadverstaendnis je Bildschirm, kein generisches Kriterium.
L-c49613	B	Bedingung: Checker liest belege.ust_cent statt SUM(positionen.ust_cent), obwohl die Spalte beim INSERT hart auf NULL gesetzt wird -- grep-bar (INSERT INTO belege setzt ust_cent literal NULL) gegen Leser-Stellen.
L-ee9e47	C	Testdesign-Erkenntnis zu Fake-VLM-Kollisionen durch identische Platzhalterwerte, fallabhaengiges Urteil.
L-e78cb4	C	Rechercheanforderung, welche Dateiendungen/Workflows ein Endpunkt tatsaechlich unterstuetzt, Einzelfallanalyse.
L-360551	C	Ob ein Fehler-/Leerzweig fehlendes Reset/hidden noetig macht, haengt vom UI-Kontext je Bildschirm ab, erfordert Urteil.
L-42fcea	C	Fachlicher Abgleich zwischen Manifest-Erwartung und tatsaechlichem Render-Output, Einzelfallpruefung.
L-eb4734	B	Bedingung: gemeldeter Testlauf ohne resultierendes Artefakt (Datei/Prozess/Commit) -- pruefbar als "Meldung 'Lauf gestartet' ohne begleitende Ergebnisdatei binnen Frist", deterministisch mit Dateisystem-/Prozess-Check verifizierbar.
L-97ab3c	C	Aussage ueber Instabilitaet eines lokalen LLM bei Prompt-Variationen, empirisches Modellverhalten, kein deterministisches Kriterium.
L-42c4bf	C	Fachliche Bewertung, ob ein Korpus-Fixture sein beabsichtigtes Label (unlesbar) tatsaechlich erfuellt, erfordert Messinterpretation je Fall.
L-29eaee	C	Rechercheaufgabe, ob ein Rueckfrage-Mechanismus fuer einen bestimmten Codepfad existiert, Einzelfallanalyse.
L-e336ce	C	Empirische Kausalanalyse einer Nutzerempfehlung (Neustart-Wirkung), fachliches Urteil ueber Nebeneffekte.
L-bf1b51	C	Grafik-/Rendering-Technikentscheidung (Vertex-Mesh vs. RadialGradient) je nach Datenmodell, Architektururteil.
L-d66ab9	C	Ob ein Gate "per Name" statt "per Gesamtzustand" prueft, erfordert Verstaendnis der jeweiligen Gate-Logik, kein generisches Textmuster.
L-5f4abd	B	Bedingung: eine *Light-Farbtoken-Konstante wird als alleinige/dominante Flaeche (nicht unter opakem Vordergrund) verwendet -- Kontrastrechner koennte pruefen, ob der Ton objektiv in der erwarteten Farbfamilie liegt (Hue-Bereich), deterministisch pruefbar ohne Sprachmodell.
L-5f4dd3	B	Bedingung: testWidgets ruft toImage()/toByteData() ohne umschliessendes tester.runAsync() auf -- grep-bares Syntaxmuster (toImage()-Aufruf ausserhalb runAsync-Block), deterministisch erkennbar.
L-ec9cf2	C	Prompt-Design-/Modellverhaltensfrage zur Anti-Halluzinationsregel, fachliches Urteil ueber LLM-Antworten.
L-3aeb09	C	keine automatisierte Pruefung, ob mehrere Implementierungen derselben Lesson-Erfassung existieren
L-a439b9	A	fahrtenbuch/apps/fahrtenbuch_legacy/test/core/security/empty_catch_guard_test.dart scannt auf catch(_) {} und faellt bei Verstoss rot
L-5aca72	C	Wahl zwischen Observer und gecachtem Getter ist API-Kenntnis, kein automatisierter Verstoss-Check
L-69b502	C	Aussage ueber Nichtdeterminismus von LLM-Laeufen ist Urteil, keine boolesche Bedingung
L-324ed9	C	Prozessdisziplin bei parallelen Agenten waehrend Messreihen, kein Code-Gate dafuer gefunden
L-26191b	C	Diagnoseverfahren fuer Testfehlerursachen ist Urteil ueber Ebenen, nicht mechanisierbar
